satellite_id,OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,operator,orbit_type,eccentricity_risk
552,TJS-17,2025-073A,2026-06-20T11:47:37.435200,1.0027267,0.0002059,1.0737,82.6749,302.0289,225.4498,0,U,63524,999,432,0,-7.4e-07,0,GEO,GEO,0.2059
553,TIANLIAN 2-05,2025-084A,2026-06-21T12:52:45.010848,1.0027308,0.0003257,4.4391,279.7867,150.3286,53.1495,0,U,63662,999,442,0,1.23e-06,0,GEO,GEO,0.3257
554,TJS-19,2025-097A,2026-06-20T11:48:12.150720,1.00275639,0.0002894,3.28,317.5119,246.8383,22.5951,0,U,63924,999,417,0,-2.81e-06,0,GEO,GEO,0.2894
555,CHINASAT 3B,2025-106A,2026-06-21T22:07:58.457568,1.00271074,0.0003337,0.0405,164.4682,322.0773,282.864,0,U,64062,999,410,0,-4.5e-07,0,GEO,GEO,0.3337
556,SXM-10,2025-122A,2026-06-20T08:46:14.646720,1.00272116,0.0001887,0.0222,37.6064,326.2448,280.1173,0,U,64290,999,371,0,-2.2e-07,0,GEO,GEO,0.1887
557,COSMOS 2589,2025-131A,2026-06-20T06:26:55.413024,1.00271371,2.41e-05,0.0427,87.6996,16.8448,358.6431,0,U,64467,999,359,0,-2.96e-06,0,GEO,GEO,0.0241
558,CHINASAT 9C,2025-132A,2026-06-20T08:07:51.361824,1.00273457,0.0003074,0.0131,73.6837,13.1824,35.8296,0,U,64470,999,418,0,-2.52e-06,0,GEO,GEO,0.3074
559,MTG-S1,2025-143A,2026-06-20T09:23:49.962336,1.00399694,8.29e-05,0.6001,339.7327,294.1194,133.2187,0,U,64723,999,345,0,-5e-08,0,GEO,GEO,0.0829
560,DROR 1,2025-148A,2026-06-20T09:23:20.010048,1.00271314,0.0002642,0.0439,72.5487,318.5944,14.2794,0,U,64784,999,332,0,-3.9e-07,0,GEO,GEO,0.2642
561,SHIYAN-29,2025-196A,2026-06-20T01:17:59.181216,1.00284739,0.00125398,28.8247,18.4992,177.1148,186.8195,0,U,65486,999,291,0,-2.85e-06,0,GEO,NON_GEO,1.25398
562,NUSANTARA LIMA (NUSANTARA 5),2025-205A,2026-06-20T08:13:58.274976,1.00270872,1.07e-05,0.0404,170.4876,328.8729,5.5338,0,U,65588,999,275,0,-3.62e-06,0,GEO,GEO,0.0107
563,TJS-20,2025-238A,2026-06-20T00:21:02.127744,1.00267297,0.00041897,5.4622,299.5493,158.1883,238.2077,0,U,66142,999,236,0,1.9e-07,0,GEO,NON_GEO,0.41897
564,CMS-03 (GSAT-7R),2025-249B,2026-06-20T09:45:36.464256,1.00271464,0.0001691,0.0166,80.7193,2.1969,46.0837,0,U,66311,999,238,0,-8.1e-07,0,GEO,GEO,0.1691
565,VIASAT-3 F2,2025-261A,2026-06-19T21:03:23.488416,1.0027037,4.79e-06,0.0363,174.4747,277.787,52.7047,0,U,66454,999,282,0,-2.39e-06,0,GEO,GEO,0.00479
566,SHIJIAN-28 (SJ-28),2025-277A,2026-06-20T11:30:20.865888,1.00276035,0.0001125,4.5287,272.0817,39.314,246.6563,0,U,66549,999,218,0,-3.64e-06,0,GEO,GEO,0.1125
567,TJS-22,2025-290A,2026-06-20T20:46:41.821248,1.00274221,0.0001975,1.5201,286.6283,330.4567,30.1809,0,U,66990,999,206,0,-1.1e-07,0,GEO,GEO,0.1975
568,TJS-23,2025-306A,2026-06-19T14:16:57.988704,1.00266223,0.00047257,5.5825,297.474,175.6001,184.5544,0,U,67226,999,191,0,1e-07,0,GEO,NON_GEO,0.47257
569,FENGYUN 4C,2025-312A,2026-06-21T04:50:38.753088,1.00270515,3.16e-05,0.0446,152.2345,41.1577,281.6598,0,U,67246,999,182,0,-3.25e-06,0,GEO,GEO,0.0316
570,SHIJIAN-29A (SJ-29A),2025-315A,2026-06-20T09:45:21.486816,1.00270205,0.0003269,3.407,95.0285,23.8001,9.2958,0,U,67302,999,165,0,-7.2e-07,0,GEO,GEO,0.3268999999999999
571,SHIJIAN-29B (SJ-29B),2025-315C,2026-06-20T02:54:44.075808,1.00270047,0.0004057,3.4052,95.0272,34.8918,255.3079,0,U,67403,999,171,0,-7.3e-07,0,GEO,GEO,0.4057
572,ELEKTRO-L 5,2026-028A,2026-06-20T01:02:46.276224,1.00272291,0.00017499,0.2466,312.6978,180.6855,226.6194,0,U,67756,999,128,0,-1.03e-06,0,GEO,GEO,0.17499
573,JAM-E JAM 1,2026-028B,2026-06-19T14:44:55.564800,1.00277035,0.00011012,0.2541,303.2318,292.6751,287.1607,0,U,67757,999,114,0,1.5e-06,0,GEO,GEO,0.11012
574,ECHOSTAR 25,2026-045A,2026-06-20T03:14:33.172224,1.00270586,0.00019425,0.0191,32.9364,58.2837,115.7547,0,U,68126,999,102,0,-6.1e-07,0,GEO,GEO,0.19425
575,O3B FM5,2013-031A,2026-06-20T05:43:03.098784,5.00115674,0.0002917,0.0979,343.281,92.7743,283.9749,0,U,39188,999,23719,0,-2.4e-07,0,SES,GEO,0.2917
576,O3B FM4,2013-031B,2026-06-19T03:47:58.565472,5.00115263,0.00050694,0.0422,346.3689,90.8982,282.7872,0,U,39189,999,23714,0,-2.4e-07,0,SES,GEO,0.50694
577,O3B FM2,2013-031C,2026-06-20T00:33:40.326624,5.00116048,0.0002756,0.0372,341.1553,104.1157,274.7581,0,U,39190,999,23725,0,-2.4e-07,0,SES,GEO,0.2755999999999999
578,O3B PFM,2013-031D,2026-06-20T05:41:50.833824,5.00116016,0.000535,0.0676,351.459,91.475,277.1245,0,U,39191,999,23682,0,-2.4e-07,0,SES,GEO,0.535
579,O3B FM3,2014-038A,2026-06-20T02:30:01.226304,5.00115672,0.0002353,0.048,353.7178,153.7057,212.5887,0,U,40079,999,21319,0,-2.4e-07,0,SES,GEO,0.2353
580,O3B FM7,2014-038B,2026-06-20T06:00:16.193952,5.00115643,0.0003798,0.047,344.8361,77.278,297.9219,0,U,40080,999,21803,0,-2.4e-07,0,SES,GEO,0.3798
581,O3B FM6,2014-038C,2026-06-20T06:39:07.250400,5.00115726,0.0002637,0.047,350.4633,97.5493,272.0152,0,U,40081,999,21798,0,-2.4e-07,0,SES,GEO,0.2637
582,O3B FM8,2014-038D,2026-06-20T03:07:57.682272,5.0011605,0.0002757,0.047,349.2203,101.3096,269.4992,0,U,40082,999,21809,0,-2.4e-07,0,SES,GEO,0.2757
583,O3B FM10,2014-083A,2026-06-18T18:12:16.394112,5.00115243,0.00026782,0.0376,329.7309,117.5455,272.7519,0,U,40348,999,20997,0,-2.3e-07,0,SES,GEO,0.26782
584,O3B FM11,2014-083B,2026-06-19T13:41:51.494496,5.00115539,0.00026869,0.0555,354.2093,77.7175,288.1001,0,U,40349,999,21003,0,-2.4e-07,0,SES,GEO,0.26869
585,O3B FM12,2014-083C,2026-06-19T23:56:26.401056,5.00115931,0.00025257,0.0546,354.2593,92.247,273.5202,0,U,40350,999,21006,0,-2.4e-07,0,SES,GEO,0.2525699999999999
586,O3B FM9,2014-083D,2026-06-20T05:22:55.009056,5.00115983,0.0002706,0.0564,353.4273,93.8298,272.7715,0,U,40351,999,21022,0,-2.4e-07,0,SES,GEO,0.2706
587,O3B FM15,2018-024A,2026-06-18T11:48:32.210208,5.0011579,0.000262,0.0516,1.9456,83.8709,274.2112,0,U,43231,999,15109,0,-2.3e-07,0,SES,GEO,0.262
588,O3B FM16,2018-024B,2026-06-20T03:26:38.001696,5.00115959,0.0002645,0.0513,6.3997,79.8784,273.7498,0,U,43232,999,15109,0,-2.4e-07,0,SES,GEO,0.2644999999999999
589,O3B FM14,2018-024C,2026-06-20T09:13:14.136096,5.00115735,0.0002878,0.05,7.2586,82.2046,270.5674,0,U,43233,999,15110,0,-2.4e-07,0,SES,GEO,0.2878
590,O3B FM13,2018-024D,2026-06-15T06:04:14.869632,5.00080194,0.0023994,0.0569,264.3115,53.5604,41.9436,0,U,43234,999,15095,0,-1.7e-07,0,SES,GEO,2.3994
591,O3B FM20,2019-020A,2026-06-20T05:02:54.970944,5.00115596,0.0002425,0.0522,358.1977,82.5591,279.2683,0,U,44112,999,13172,0,-2.4e-07,0,SES,GEO,0.2425
592,O3B FM19,2019-020B,2026-06-20T05:41:49.676064,5.00115961,0.00039,0.0767,339.787,91.3644,288.8886,0,U,44113,999,13159,0,-2.4e-07,0,SES,GEO,0.39
593,O3B FM17,2019-020C,2026-06-19T22:01:34.724064,5.00115533,0.00025818,0.0338,7.9381,79.841,272.248,0,U,44114,999,13165,0,-2.4e-07,0,SES,GEO,0.25818
594,O3B FM18,2019-020D,2026-06-20T06:19:58.896768,5.00115338,0.0002769,0.0526,358.071,90.9871,270.9712,0,U,44115,999,13180,0,-2.4e-07,0,SES,GEO,0.2769
595,O3B MPOWER F1,2022-174A,2026-06-20T11:08:09.949056,5.00114922,0.0006455,0.0518,341.502,120.9944,117.865,0,U,54755,999,6552,0,-2.4e-07,0,SES,GEO,0.6455000000000001
596,O3B MPOWER F2,2022-174B,2026-06-20T07:24:05.961312,5.0011506,0.0005858,0.0477,341.0694,104.0711,274.924,0,U,54756,999,6560,0,-2.4e-07,0,SES,GEO,0.5858
597,O3B MPOWER F4,2023-059A,2026-06-18T18:33:53.266752,5.0011557,0.000764,0.0634,354.4763,99.1856,266.4232,0,U,56367,999,5868,0,-2.3e-07,0,SES,GEO,0.764
598,O3B MPOWER F3,2023-059B,2026-06-20T04:56:33.914112,5.0011647,0.0006721,0.0642,353.6357,93.9986,272.4403,0,U,56368,999,5488,0,-2.4e-07,0,SES,GEO,0.6721
599,O3B MPOWER F5,2023-175A,2026-06-20T02:34:07.373856,5.00116038,0.0005179,0.0493,11.3053,95.6941,253.0549,0,U,58346,999,4958,0,-2.4e-07,0,SES,GEO,0.5178999999999999
600,O3B MPOWER F6,2023-175B,2026-06-20T04:58:47.936064,5.00115911,0.0004501,0.0526,3.2901,81.6862,275.0727,0,U,58347,999,4850,0,-2.4e-07,0,SES,GEO,0.4501
601,O3B MPOWER F7,2024-244A,2026-06-20T01:46:32.176992,5.00115255,0.0006032,0.0677,347.8113,97.722,274.5333,0,U,62362,999,2667,0,-2.4e-07,0,SES,GEO,0.6032000000000001
602,O3B MPOWER F8,2024-244B,2026-06-20T05:46:46.134336,5.00115152,0.0005944,0.0157,335.679,102.2989,282.0863,0,U,62363,999,2102,0,-2.4e-07,0,SES,GEO,0.5944
603,O3B MPOWER F9,2025-153A,2026-06-20T08:58:44.018976,5.00115764,0.0006421,0.0589,9.4546,100.7311,249.881,0,U,64866,999,1971,0,-2.4e-07,0,SES,GEO,0.6421
604,O3B MPOWER F10,2025-153B,2026-06-20T08:09:47.136096,5.00114901,0.0001911,0.0567,5.4933,250.3426,104.1404,0,U,64867,999,2219,0,-2.4e-07,0,SES,GEO,0.1911
